id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
34338997,Habitación en zona residencial y exp. gastronómica,235675610,Carlos,,Parque Chas,-34.58077,-58.47859,Private room,6734,2,0,,,1,365
34340371,Bright 2 BR Apartment in Recoleta,5597544,Pia & Silvia,,Recoleta,-34.5883,-58.38622,Entire home/apt,9621,3,2,2020-01-18,0.11,33,365
34340705,Luxury & Cozy Studio in Palermo,91174883,Daniel,,Palermo,-34.5928,-58.41549,Entire home/apt,2501,2,34,2019-10-28,1.32,4,355
34340798,Urquiza Home Apartment,259224855,Andres,,Villa Pueyrredon,-34.5844,-58.50391,Entire home/apt,2694,2,0,,,2,179
34341502,Confortable y moderno estudio en Puerto Madero,175337656,Adriana,,Puerto Madero,-34.61502,-58.36319,Entire home/apt,6734,4,0,,,1,352
34342517,Palermo AT,134584982,Guillermo,,Palermo,-34.59657,-58.4159,Entire home/apt,2597,3,1,2020-02-14,0.06,1,365
34342692,Hermosa casita en Colegiales,181635418,María,,Colegiales,-34.57749,-58.45009,Entire home/apt,2648,1,47,2020-01-07,1.81,1,14
34351908,Gemütliche und bequemes Appartement in Recoleta,31984835,Theo,,Recoleta,-34.5877,-58.39991,Entire home/apt,6815,2,0,,,1,364
34353099,Palermo Nuevo Studio,13505939,Carolina,,Palermo,-34.57744,-58.42351,Entire home/apt,2694,4,1,2019-05-08,0.04,3,180
34354512,Milhouse Hipo- Habitación Doble con baño privado,34521583,Milhouse Hostel Hipo,,Monserrat,-34.61045,-58.38078,Hotel room,28860,1,0,,,4,365
34355188,BEAUTIFUL FAMILY-STYLE APARTMENT IN BELGRANO,100753185,Alejandro,,Belgrano,-34.56847,-58.46944,Entire home/apt,2886,3,13,2019-11-29,0.50,1,291
34355249,"Departamento en Recoleta, bien cerca de todo",42277945,Ines,,Recoleta,-34.58917,-58.39949,Entire home/apt,3560,2,29,2019-06-11,1.09,1,179
34356455,Milhouse Hipo- Habitación Triple con baño privado,34521583,Milhouse Hostel Hipo,,Monserrat,-34.61032,-58.37779,Hotel room,28860,1,0,,,4,365
34356697,Milhouse Hipo- Hab Cuádruple con baño privado,34521583,Milhouse Hostel Hipo,,Monserrat,-34.60825,-58.37448,Private room,28860,1,0,,,4,365
34357026,Milhouse Hipo- Habitación Twin con baño privado,34521583,Milhouse Hostel Hipo,,Monserrat,-34.60843,-58.3798,Hotel room,28860,1,0,,,4,365
34359774,Amazing Loft In Recoleta Two Blocks To The Subway,63589945,Susana,,Recoleta,-34.59568,-58.4041,Entire home/apt,4811,1,72,2021-01-31,2.78,3,83
34361043,Un rincón de luz en Buenos Aires,259268647,Edith,,Monserrat,-34.61202,-58.38465,Private room,484,3,1,2019-07-21,0.04,1,90
34361230,Excelente dpto. en San Telmo a mts de P. Madero 2i,109259778,Paula,,San Telmo,-34.62473,-58.3679,Entire home/apt,3367,2,12,2020-02-17,0.49,8,96
34361498,Departamento amoblado 2 amb Palermo Hollywood,259414775,Luciana,,Palermo,-34.57651,-58.43424,Entire home/apt,6734,1,0,,,1,89
34363484,WOW-Modern-Palermo Hollywood-Gym-Laundry_Grill 702,208234152,Edward,,Palermo,-34.58008,-58.43707,Entire home/apt,1924,2,43,2020-01-30,1.63,15,86
34364554,BEAUTIFUL BRIGHT COZY APARTMENT - GREAT LOCATION,195226030,Manuel,,Palermo,-34.57927,-58.41102,Entire home/apt,1924,2,19,2020-03-24,0.72,5,290
34364910,Private room with Balcony in a shared apartment,127340392,Sebastian,,Belgrano,-34.55597,-58.4578,Private room,1347,30,3,2019-06-19,0.12,2,365
34366890,Beautiful 1050's apartment refurbished,6423529,Andrea,,Palermo,-34.58248,-58.41199,Entire home/apt,3407,9,0,,,1,198
34368840,Unforgettable Loft in Recoleta,63589945,Susana,,Recoleta,-34.59568,-58.4041,Entire home/apt,2886,1,79,2021-06-17,2.95,3,86
34369286,Un hogar para vivir. Habitación individual.,62979588,Marcela,,Palermo,-34.57043,-58.43324,Private room,2116,4,0,,,1,88
34369771,Bright Studio-Anasagasti (Alto Palermo).,243504887,Isaías,,Palermo,-34.58842,-58.41074,Entire home/apt,2300,1,152,2021-06-30,5.68,1,79
34370020,"Canelo's Suites Apartaments ""A ESTRENAR""",247261460,Enzo,,San Cristobal,-34.61884,-58.39993,Entire home/apt,1153,5,3,2019-06-09,0.11,1,153
34370443,Barrio Parque Los Andes,259062917,Liliana,,Chacarita,-34.59345,-58.44991,Private room,1924,1,0,,,4,363
34372127,Espacio Guatemala VII A- Palermo Hollywood,137667992,Valeria,,Palermo,-34.58078,-58.43105,Entire home/apt,3175,2,46,2020-03-15,1.85,33,109
34382227,Premium 2 bedroom Apt (Amenities & Free parking),3247388,Yanina,,Nuñez,-34.53973,-58.47316,Entire home/apt,7215,7,14,2020-03-11,0.57,5,103
34385328,Bright & Cozy One Bedroom Apartment in Recoleta,3388356,Santiago,,Recoleta,-34.58914,-58.40246,Entire home/apt,2694,5,28,2020-01-30,1.05,1,299
34386966,Recoleta 1BDR/1BA apt! Renovated - Best location,5168365,Josefina,,Recoleta,-34.58812,-58.38823,Entire home/apt,4522,3,1,2019-11-10,0.05,1,117
34387472,Confortable Departamento en Av Corrientes. Promo,8314719,Edid,,Villa Crespo,-34.59241,-58.44511,Entire home/apt,650,3,7,2020-01-18,0.27,1,66
34387795,Sophisticated Studio in Palermo Hollywood + Pool,1875949,Diego,,Palermo,-34.57869,-58.42728,Entire home/apt,6735,3,0,,,68,261
34388419,Alquilo habitación individual en dpto de 4 amb.,160592347,Rodrigo,,Almagro,-34.59922,-58.42841,Private room,600,30,0,,,1,83
34390679,Excelente dos ambientes en el corazón de palermo,259619707,Matias,,Palermo,-34.59069,-58.42719,Entire home/apt,2839,1,2,2019-06-24,0.08,1,364
34391663,Double Deluxe Room with breakfast,249633497,CasaCalma,,Retiro,-34.59279,-58.37751,Hotel room,11365,1,0,,,2,259
34392159,FRESH LUMINOUS STUDIO IN TRENDY PALERMO,39858732,Gabriela,,Palermo,-34.58363,-58.4427,Entire home/apt,2309,1,45,2019-11-26,1.68,1,176
34393516,Cozy private room in Retiro,163568247,Susana,,Retiro,-34.59708,-58.37325,Private room,2116,1,11,2019-08-15,0.44,1,365
34396089,"Habitacion individual, zona centrica,",259655305,Maria,,Flores,-34.63083,-58.4668,Private room,960,3,0,,,1,365
34397410,Studio con terraza en el corazón de Palermo Soho,154816887,Florencia,,Palermo,-34.59019,-58.42275,Entire home/apt,3656,1,62,2020-01-04,2.43,2,13
34397694,HERMOSO MONO AMBIENTE EN EL CORAZÓN DE BS AS,259671145,Santiago,,San Nicolas,-34.60572,-58.37914,Entire home/apt,1500,3,29,2019-06-20,1.09,1,88
34398737,Your place in Palermo for a perfect plan,259679167,Julieta,,Palermo,-34.58309,-58.42365,Entire home/apt,2500,2,56,2019-11-26,2.09,1,76
34411338,LARGE LOVELY FRENCH STYLE APARTMENT  IN PALERMO,60379503,Marcelo,,Palermo,-34.58664,-58.41467,Entire home/apt,2117,2,6,2019-07-31,0.23,2,364
34414829,"Habitación doble en San Telmo, Buenos Aires.",130721844,Maria,,San Telmo,-34.61743,-58.37077,Private room,1900,3,7,2019-08-01,0.28,2,90
34416867,COZY STUDIO EXCELLENT LOCATION! PALERMO Pza Italia,14313118,Magdalena,,Palermo,-34.58355,-58.4227,Entire home/apt,1251,1,60,2019-11-30,2.25,6,181
34417473,"Amazing & Quiet Apartment,  downtown Buenos Aires",259221685,Christian,,Balvanera,-34.60096,-58.39712,Entire home/apt,8658,2,9,2020-03-02,0.42,1,352
34417647,Luminoso y hermoso depto de 3 dormitorios 6 pax,49480723,Delia Concepcion,,Retiro,-34.59747,-58.37806,Entire home/apt,14432,1,1,2020-01-13,0.05,25,365
34419457,Beautiful two bedrooms apartment in Recoleta!,31142413,Ange,,Recoleta,-34.58963,-58.39773,Entire home/apt,3000,6,14,2019-11-30,0.60,2,179
34420064,Alojamiento con vistas a Palermo,2358240,Marina,,Palermo,-34.5831,-58.42154,Entire home/apt,9620,15,0,,,1,89
34420156,BUENOS AIRES ARGENTINA :HABITACION con BAÑO/PRIVAD,259834556,Maria,,Caballito,-34.62462,-58.44176,Private room,2886,1,0,,,2,365
34422374,Departamento 3 ambientes Caballito cerca de todo,129609889,Mariela,,Caballito,-34.61055,-58.43986,Entire home/apt,4810,2,5,2019-08-04,0.19,1,156
34422835,Súper Departamento en Recoleta,41645970,Luciana,,Recoleta,-34.59536,-58.39427,Entire home/apt,1823,90,1,2019-05-31,0.04,1,363
34435092,Habitación belgrano,197012177,Luis,,Colegiales,-34.56907,-58.44721,Private room,11544,1,0,,,1,90
34435217,Best Area in Palermo Hollywood,17303651,Ana,,Palermo,-34.57979,-58.43723,Entire home/apt,1155,30,0,,,7,365
34435625,Best Area Palermo SOHO,17303651,Ana,,Palermo,-34.59358,-58.42763,Entire home/apt,3367,30,2,2021-01-02,0.11,7,321
34437215,Newly recycled studio in Recoleta.,88720198,Laura & Claudio,,Recoleta,-34.58672,-58.40258,Entire home/apt,3848,2,17,2019-06-24,0.65,2,179
34437605,Hollywood Suites & Lofts,83703100,Carolina,,Palermo,-34.58377,-58.43274,Entire home/apt,6048,1,8,2020-02-01,0.30,1,221
34437841,Monoambiente reciclado muy luminoso,57648576,Cristina,,Villa Urquiza,-34.57518,-58.49371,Entire home/apt,1443,2,3,2020-01-01,0.15,1,5
34439275,Departamento con hermosa vista en Colegiales,259974417,Pedro,,Colegiales,-34.57407,-58.45032,Entire home/apt,9620,3,3,2019-09-06,0.11,1,365
34439543,Depto en Obelisco  Ciudad de Buenas Airesconpileta,259971122,Nancy,,San Nicolas,-34.60483,-58.3905,Entire home/apt,1924,4,11,2020-02-29,0.49,1,77
34442356,Confortable y cálido departamento en Recoleta,259994417,Norma,,Recoleta,-34.5855,-58.40191,Entire home/apt,3560,5,3,2019-06-10,0.11,1,89
34443938,"Nice & Cozy Apt. Lindo y acogedor depto, Recoleta",260011488,Maria Diana,,Recoleta,-34.58692,-58.38511,Entire home/apt,3000,2,0,,,1,364
34444148,Sensacional !!! Microcentro  - Retiro / Recoleta,108984315,Noelia,,Retiro,-34.59671,-58.37838,Entire home/apt,1635,2,55,2020-01-07,2.07,3,171
34444462,OHANA,240858301,Margarita,,Palermo,-34.57985,-58.42595,Entire home/apt,4810,3,10,2019-12-22,0.38,1,269
34445853,Awesome & Cozy Apartment in Recoleta!!!,2354201,Tomas,,Recoleta,-34.5868,-58.40493,Entire home/apt,1790,3,2,2019-05-10,0.11,5,136
34446226,Departamento de camilo,4211298,Camilo,,Flores,-34.62371,-58.45875,Shared room,960,1,0,,,1,90
34446584,Amazing  & CozyApartment in Recoleta,2354201,Tomas,,Palermo,-34.58843,-58.41559,Entire home/apt,1800,3,0,,,5,179
34446692,Excelente depto en pleno corazón de Palermo.,260001079,Liliana,,Palermo,-34.58082,-58.42517,Entire home/apt,3560,7,4,2020-01-01,0.15,1,167
34446699,Cozy Bedroom with a private balcony in Recoleta!!,2354201,Tomas,,Palermo,-34.58689,-58.41546,Private room,1000,5,0,,,5,179
34446954,"French-style, elegant, cozy appartment in Recoleta",170981957,Victoria,,Recoleta,-34.58946,-58.40419,Entire home/apt,2405,3,0,,,1,263
34447059,PALERMO SOHO GOOD VIBES FOR 2 or 3 PEOPLE,207430883,Maxi,,Palermo,-34.58546,-58.42155,Entire home/apt,5500,1,7,2019-07-08,0.26,2,365
34447192,Corazón de Palermo,109295883,Elina,,Palermo,-34.58678,-58.42157,Entire home/apt,1732,2,16,2019-12-08,0.61,1,207
34460181,Hermoso departamento con vista al río / Nuñez,250954046,Andrés,,Nuñez,-34.53606,-58.4674,Entire home/apt,4329,7,0,,,1,179
34460810,Private bedrooms  for a group (shared house),140773210,Analia,,Villa Crespo,-34.59438,-58.44339,Private room,2501,7,0,,,7,365
34462917,Anetha's house,94971039,Prebetera,,Saavedra,-34.55737,-58.48978,Entire home/apt,1500,3,0,,,1,199
34464345,A&E Buenos Aires,59464740,Bertrand Adelin,,San Nicolas,-34.60179,-58.3739,Entire home/apt,6734,2,0,,,1,365
34465369,Buenos Aires at its best.,260164135,Diana,,Recoleta,-34.58902,-58.40984,Private room,2597,7,1,2019-07-03,0.04,1,90
34466610,Departamento reciclado en Palermo,70347812,Ramiro,,Palermo,-34.57931,-58.43118,Entire home/apt,2598,1,0,,,5,365
34467499,Depto en Palermo c/ balcón - Plaza Italia,247709843,Clarisa,,Palermo,-34.58158,-58.42561,Entire home/apt,1249,1,24,2019-10-01,0.94,1,167
34468174,Habitación amplia para dos personas,260183992,Mónica,,San Telmo,-34.62243,-58.37504,Private room,2886,1,0,,,1,365
34471809,Casa Letty,260205158,Leticia,,Boedo,-34.62574,-58.42636,Entire home/apt,1443,2,6,2021-06-26,0.33,1,363
34473043,Moderno Depto - Wifi y Pileta - Hospital Italiano,750896,Ariel,,Almagro,-34.60213,-58.42685,Entire home/apt,2597,10,0,,,4,90
34473061,"Flat in Recoleta, Arenales St. (22)",48064803,Federico,,Recoleta,-34.59337,-58.38822,Entire home/apt,4329,2,32,2019-12-30,1.29,24,85
34473710,Nuevo y encantador departamentito,51932713,Cristina,,Chacarita,-34.58019,-58.45701,Entire home/apt,2116,3,6,2021-03-22,0.23,2,362
34475001,Agradable estudio en Palermo,260029051,Susana,,Palermo,-34.57737,-58.4228,Entire home/apt,2500,2,13,2019-12-04,0.49,1,84
34475879,Best Terrace of San Telmo with Amazing View!,1740203,Lorin,,San Telmo,-34.62651,-58.37207,Entire home/apt,3656,30,1,2020-01-01,0.05,2,0
34476354,Apartment in Cañitas,5211358,Almacen De Objetos,,Palermo,-34.57135,-58.43265,Entire home/apt,4040,2,13,2019-11-19,0.49,1,178
34479011,Your Home in Buenos Aires-Recoleta-Barrio Norte,49119316,Sebastian,,Balvanera,-34.59996,-58.4016,Entire home/apt,2597,6,4,2019-12-02,0.18,1,14
34480692,Milo's House M,74211466,Emilio (Milo),,Palermo,-34.58796,-58.41821,Private room,2886,15,8,2020-03-18,0.33,4,180
34480867,"2 amb. en San telmo, a 200 mts de P. Madero 2J",109259778,Paula,,San Telmo,-34.62378,-58.36829,Entire home/apt,3367,2,7,2020-03-17,0.27,8,292
34492123,Muy buen hambiente..tranquilidad y espacio,260348454,Nilsa,,Villa Soldati,-34.65719,-58.44229,Private room,4000,1,0,,,1,364
34495569,Depto de Categoría con Amenities Recoleta/Palermo,52296244,Facundo,,Recoleta,-34.58701,-58.40244,Entire home/apt,8500,4,18,2020-03-14,0.74,2,179
34497780,alojamiento alegre y cómodo en  Buenos Aires,979274,Graciela,,Almagro,-34.59969,-58.42147,Private room,1000,3,0,,,1,180
34500672,Alquiler temporal estudiantes extranjeros!!,260200748,Agustin,,Balvanera,-34.61763,-58.41082,Entire home/apt,1443,2,0,,,1,83
34501965,Departamento Rawson,125749243,Fernando,,Almagro,-34.61365,-58.42487,Entire home/apt,2300,2,29,2020-04-07,1.14,1,179
34504459,Espectacular depto 1 dormitorio Belgrano,1621693,Romina,,Belgrano,-34.56727,-58.45579,Entire home/apt,5775,4,0,,,2,89
34505596,Habitación en Casa Compartida zona: Belgrano Nuñez,7164001,Federico,,Nuñez,-34.55633,-58.46933,Private room,1443,3,6,2019-08-07,0.24,3,49
34505933,Moderno monoambiente en Congreso - Buenos Aires,53493577,Alejandro Y Cecilia,,San Nicolas,-34.60874,-58.38865,Entire home/apt,2116,3,33,2020-12-19,1.31,1,298
34507528,Luminous apartment! ideal for 4 people - 2Bdr / Palermo Soho,2597734,Welcome2BA,,Palermo,-34.58297,-58.42237,Entire home/apt,4686,4,13,2020-02-26,0.51,46,173
34507664,TU LUGAR en Belgrano,177239584,Andrea Viviana,,Belgrano,-34.55737,-58.44835,Entire home/apt,4810,3,1,2019-05-11,0.04,2,48
34508507,Desayuno incluido,34870152,Segundo,,Recoleta,-34.59141,-58.40718,Entire home/apt,4500,2,0,,,1,89
34509614,Inspiring San Telmo,12175811,Tomas,,San Telmo,-34.62058,-58.37107,Private room,2405,3,0,,,1,179
34509714,Departamento entero art deco San aTelmo#,171360065,Annika,,San Telmo,-34.617,-58.37721,Entire home/apt,5978,2,11,2019-11-30,0.44,6,365
34509962,DUENDES. Para que te sientas como en casa,61720540,Silvina,,Villa Crespo,-34.60027,-58.43992,Entire home/apt,1600,2,1,2020-03-15,0.06,3,82
34510016,Vista mágica del corazón de Buenos Aires,143616244,Liliana,,San Nicolas,-34.60664,-58.38108,Entire home/apt,4329,2,35,2019-10-19,1.47,3,244
34511424,Charming and Beautiful Triplex with Grill -Palermo,28021667,Jonn Jonn,,Palermo,-34.5811,-58.4371,Entire home/apt,2886,30,9,2019-10-29,0.34,4,363
34512531,Exceptional brand new apt in the heart of Palermo,33702332,Lourdes,,Recoleta,-34.58558,-58.40668,Entire home/apt,6529,60,5,2019-12-02,0.20,1,229
34531889,"Palermo Uno Penthouse 29+30th floor, Palermo Soho",256462517,Jan,,Palermo,-34.58344,-58.42525,Entire home/apt,6927,7,5,2019-12-26,0.22,5,42
34532865,Luminosa Habitación Barrio Belgrano,75609854,Facundo,,Belgrano,-34.56077,-58.45354,Private room,1924,2,3,2019-08-16,0.11,1,88
34538124,"Luminoso, cómodo y hermoso Monoambiente en Palermo",155267941,Andrea,,Chacarita,-34.58235,-58.44872,Entire home/apt,1732,4,10,2020-01-06,0.40,1,352
34540548,Chic Palermo Chico,1824987,May & Seb,,Palermo,-34.57994,-58.4089,Entire home/apt,4041,3,5,2020-08-05,0.19,4,348
34540572,"Your Hotel Room in Recoleta, Surveillance 24/7",132838002,Juan,,Recoleta,-34.58838,-58.38462,Entire home/apt,4604,60,0,,,45,365
34540651,"Amazing Loft @ Iconic Building ""PALACIO ALCORTA""",20905593,Lucas,,Palermo,-34.57712,-58.40408,Entire home/apt,10653,2,17,2021-01-01,0.67,12,194
34542394,Dos ambientes muy luminosos en Recoleta,3752108,Clau,,Recoleta,-34.59163,-58.39329,Entire home/apt,2886,2,24,2020-03-21,0.92,1,179
34542637,Charmoso Studio Microcentro - BsAs,5438835,Rosangela,,Retiro,-34.59744,-58.37747,Entire home/apt,2694,2,6,2019-05-17,0.23,2,364
34545096,Bright department in La Imprenta / Cañitas,183699153,Corina,,Palermo,-34.56601,-58.438,Entire home/apt,2213,4,12,2019-10-26,0.46,1,201
34545914,"Luminoso, alegre y acogedor",42626301,Maria Jose,,Belgrano,-34.55414,-58.45494,Entire home/apt,2405,5,17,2019-08-21,0.64,1,260
34546386,Nuestro hogar,260702824,Florencia,,Caballito,-34.62623,-58.43521,Private room,2612,1,0,,,1,180
34547513,wide PORTENIAN STYLE 3bdr 2bth a/c PALERMO QUEEN,3150517,Debo,,Villa Crespo,-34.5962,-58.43759,Entire home/apt,2405,7,10,2019-07-18,0.41,9,180
34560269,Cozy apartment in the hart of Recoleta,48064803,Federico,,Recoleta,-34.58993,-58.39296,Entire home/apt,2886,4,1,2019-06-19,0.04,24,365
34563046,"PRECIOSO MONOAMBIENTE, CALIDO, MODERNO Y SEGURO",260799424,Sebastian Alejandro,,Palermo,-34.57986,-58.41061,Entire home/apt,1732,2,12,2019-10-10,0.49,1,105
34563897,Stunning Apt. in the heart of Buenos Aires,25715116,Belu,,Recoleta,-34.58877,-58.40658,Entire home/apt,1360,2,6,2020-03-31,0.33,1,25
34564461,Heart of Palermo SOHO Amazing Apartment  for 2,50116965,Rocio,,Palermo,-34.59086,-58.42193,Entire home/apt,2020,2,29,2020-03-10,1.11,14,196
34565193,Hermoso 2 ambientes en la mejor zona de Palermo,260179228,Plínio,,Palermo,-34.57994,-58.43494,Entire home/apt,4810,1,0,,,1,365
34567195,Modern and relaxing studio in elegant Nuñez,70854180,Alvaro,,Nuñez,-34.55061,-58.46014,Entire home/apt,2886,30,0,,,1,89
34568168,Apartamento economico centro de Buenos Aires,230202598,Nicolas,,San Nicolas,-34.60732,-58.39154,Entire home/apt,2790,3,0,,,1,88
34568389,Bright & cosy 1 brm apt  in Palermo Hollywood,24469101,Natalia,,Palermo,-34.57602,-58.43548,Entire home/apt,4202,3,0,,,3,364
34568442,Casa C/ Jardin Y Piscina/ Bosque y Lago de Palermo,242306671,Pablo,,Belgrano,-34.55898,-58.4443,Entire home/apt,5964,15,3,2021-07-09,0.16,1,337
34569284,El Andariego,177233538,Leonardo,,Recoleta,-34.59946,-58.39054,Entire home/apt,2116,2,0,,,1,363
34569862,2 ambientes en Blanco Encalada y Migueletes,226049318,Maxim,,Belgrano,-34.55329,-58.44883,Entire home/apt,2500,28,1,2019-08-31,0.04,68,81
34570179,"Económico, nuevo, balcón/cochera/400m De obelisco!",3587094,Marlene,,San Nicolas,-34.60634,-58.38447,Entire home/apt,1347,3,22,2019-10-31,0.92,10,197
34571313,Cozy 1 BR Apt in Palermo facing Buenos Aires Zoo,132838002,Juan,,Palermo,-34.57898,-58.41475,Entire home/apt,2117,28,0,,,45,364
34572988,Apartment in Belgrano near Cabildo Av,16302183,Mariano,,Belgrano,-34.56615,-58.45723,Entire home/apt,1732,1,0,,,1,365
34573289,Bright room. Residential area. Capital city.,96574884,Aleli,,Nuñez,-34.55492,-58.47249,Private room,962,3,2,2019-11-13,0.08,1,177
34573333,Recoleta Modern & Comfortable Studio,257595011,Tato,,Recoleta,-34.59487,-58.40631,Entire home/apt,2953,3,18,2020-03-15,0.72,1,320
34573617,EXCELENTE VISTA DE LA CIUDAD. LA MEJOR UBICACIÓN,21724637,Paula,,San Nicolas,-34.60318,-58.37955,Entire home/apt,3367,1,52,2019-12-19,1.99,1,352
34573652,owner rent new studio! beautiful!,222235499,Federico,,Villa Crespo,-34.59406,-58.44605,Entire home/apt,1924,30,1,2020-04-30,0.07,7,364
34576896,Casa Pino,155786344,Casapino,,Nueva Pompeya,-34.64318,-58.42926,Private room,960,1,0,,,1,173
34578057,"Espacioso, c/ patio, cama paraguaya y  bello mural",233215321,Sergio,,Saavedra,-34.54568,-58.47961,Entire home/apt,2405,30,0,,,1,363
34579711,SHARED ROOM FOR TWO PERSONS . NEAR OF THE CENTER,206012264,Ariel Marcos,,Parque Patricios,-34.63568,-58.40134,Shared room,962,1,0,,,3,90
34579818,SHARED ROOM FOR TWO PERSONS . NEAR OF THE CENTER,206012264,Ariel Marcos,,Parque Patricios,-34.63541,-58.39943,Shared room,42232,1,0,,,3,90
34581377,Unique Three Bedroom Apartment in Classic Building,1875949,Diego,,Recoleta,-34.58465,-58.40025,Entire home/apt,16067,7,7,2020-01-24,0.28,68,103
34588884,2 Ambientes de 80 m² c/cochera en Palacio Bellini,103487337,Nathalie,,Palermo,-34.58143,-58.41348,Entire home/apt,12026,1,0,,,1,365
34590333,Oportunidad,250059888,Fernando Sebastián,,Chacarita,-34.58596,-58.45211,Private room,960,3,0,,,1,89
34591835,4 ambientes en Paraguay y Bulnes,7786587,Maximiliano,,Palermo,-34.59263,-58.41437,Entire home/apt,3000,28,0,,,63,88
34594680,Palermo Soho Apart 03,221189395,Mariana,,Palermo,-34.58888,-58.43334,Entire home/apt,5772,5,5,2019-06-12,0.19,5,365
34594736,Studio en Azcuenaga y Melo,7786587,Maximiliano,,Recoleta,-34.5895,-58.39676,Entire home/apt,2000,28,0,,,63,165
34594855,LUXURY ONE BDR IN PALERMO SOHO. FULL OF LIGHT,161902,Gustavo,,Palermo,-34.58951,-58.42157,Entire home/apt,2543,3,7,2019-12-22,0.67,15,365
34597113,3 ambientes en Junin y Viamonte,226049318,Maxim,,Balvanera,-34.60225,-58.39706,Entire home/apt,2000,28,0,,,68,45
34597908,Private room in great location,10653064,Mati & Cande,,San Nicolas,-34.60701,-58.38346,Private room,1058,10,17,2020-01-24,0.67,12,89
34598106,Double room in the city center,10653064,Mati & Cande,,San Nicolas,-34.6077,-58.38234,Private room,962,10,14,2020-03-30,0.57,12,89
34598210,Tiny room in the city center,10653064,Mati & Cande,,San Nicolas,-34.60701,-58.38346,Private room,962,10,22,2020-02-02,0.85,12,89
34598873,3 ambientes en Rivadavia y Libertad,226049318,Maxim,,Monserrat,-34.60858,-58.38333,Entire home/apt,3848,6,0,,,68,89
34598926,3 ambientes en Rivadavia y Libertad,7786587,Maximiliano,,Monserrat,-34.60858,-58.38333,Entire home/apt,4810,6,0,,,63,88
34600196,2 ambientes en Senillosa y Rosario,7786587,Maximiliano,,Caballito,-34.61714,-58.42941,Entire home/apt,10582,6,0,,,63,89
34600197,2 ambientes en Senillosa y Rosario,226049318,Maxim,,Caballito,-34.61714,-58.42941,Entire home/apt,10582,6,0,,,68,89
34600980,Studio en Tucuman y Reconquista,7786587,Maximiliano,,San Nicolas,-34.60091,-58.37251,Entire home/apt,1200,28,0,,,63,45
34600981,Studio en Tucuman y Reconquista,226049318,Maxim,,San Nicolas,-34.60091,-58.37251,Entire home/apt,1200,28,0,,,68,45
34601526,2 ambientes en Billinghurst y Cordoba,7786587,Maximiliano,,Almagro,-34.59803,-58.4147,Entire home/apt,2200,28,0,,,63,36
34601527,2 ambientes en Billinghurst y Cordoba,226049318,Maxim,,Almagro,-34.59803,-58.4147,Entire home/apt,2100,28,0,,,68,36
34602364,"Great Apartment 95m2 in best location! 3 Bdr, 2 WC",213997073,Germán,,Recoleta,-34.59152,-58.40526,Entire home/apt,4955,2,54,2021-03-28,2.09,2,173
34603537,CASA DEVOTO 3631  1º C,222733440,Javier Andres,,Villa Devoto,-34.58818,-58.51557,Entire home/apt,4810,1,0,,,5,270
34615251,Furnished apartment near the Italian Hospital,16128446,Christian,,Almagro,-34.6027,-58.42981,Entire home/apt,1635,30,6,2019-12-18,0.23,5,45
34616155,2 ambientes en Esmeralda y Paraguay,226049318,Maxim,,Retiro,-34.59767,-58.37842,Entire home/apt,2500,28,0,,,68,89
34617288,Studio para 3 PAX en Corrientes y Santos Dumont,226049318,Maxim,,Chacarita,-34.58984,-58.4494,Entire home/apt,1200,28,0,,,68,45
34617806,Moderno dúplex en Palermo Hollywood con balcón,62909562,Betina,,Palermo,-34.58257,-58.44068,Entire home/apt,4329,7,6,2020-03-16,0.32,4,26
34618725,Studio para 3 PAX en Medrano y Cordoba,226049318,Maxim,,Almagro,-34.59805,-58.42035,Entire home/apt,2000,28,0,,,68,89
34618780,Studio para 3 PAX en Medrano y Cordoba,7786587,Maximiliano,,Almagro,-34.59805,-58.42035,Entire home/apt,2200,28,0,,,63,89
34622425,"Habitación privada, dpto compartido (Solo chicas)",203627265,Angie,,Balvanera,-34.60294,-58.40462,Private room,960,6,0,,,1,90
34622572,Habitación en San Telmo,259186178,Valeria,,San Telmo,-34.62004,-58.36969,Private room,1014,20,1,2019-05-21,0.04,1,90
34623201,Departamento 1 ambiente impecable y muy comodo!,261205868,Maximiliano,,Palermo,-34.59196,-58.42926,Entire home/apt,1539,1,0,,,1,365
34625569,Palermo Hollywood casa con jardín cerca de todo,73411702,Fer,,Villa Crespo,-34.5915,-58.44386,Entire home/apt,4812,6,0,,,2,339
34626227,Hermoso Depto en Palermo,56539556,Daniela,,Palermo,-34.5763,-58.42919,Shared room,1924,20,0,,,2,88
34627263,Cómo en casa,261241970,Richard,,Palermo,-34.58153,-58.42164,Private room,2213,3,1,2019-05-25,0.04,1,364
34627991,"Skyline apt, w/view & housekeeping +perks Recoleta",102407852,Bernardo,,Recoleta,-34.59378,-58.39429,Entire home/apt,6254,3,7,2019-11-20,0.41,1,89
34628457,My Soho Serrano,157687361,Augusto,,Villa Crespo,-34.59644,-58.4393,Entire home/apt,6000,2,12,2019-12-11,0.48,1,172
34638382,Unico en Palermo Soho,249825009,Juana Mirta,,Colegiales,-34.58202,-58.44548,Entire home/apt,5291,7,0,,,2,362
